Symbol,Description,Primary Return %,1W Return %,1M Return %,3M Return %,6M Return %,Custom Period Return %,1Y Return %,YTD Return %,RS 1W,RS 1M,Rel Return 1W %,Rel Return 1M %,Rel Return 3M %,RS 3M,RS 6M,Rel Return 6M %,Rel Return YTD %,Rel Return 1Y %,RS YTD,RS 1Y
AA,Alcoa Corporation,,1.335361730899267,-7.155025553662678,49.76267799150637,91.35014363230133,,65.01513900357833,-0.925466864980987,1,52.587658250478334,2.653799073844746,-5.982461959994956,50.120746440536315,83.27844840316469,85.8022978145083,81.02130566285699,-0.9952223118527307,46.0411210402626,0,86.44470021199407
AIRR,First Trust RBA American Industrial Renaissance ETF,,0.5400843881856545,8.615188257817488,21.52182782537739,31.211453744493394,,53.31360185304338,1.5946107273812609,99,99,1.8481746683810467,9.986918028114236,21.812375063155706,99,99,24.128825951611315,1.5230809684532853,35.685067567366694,0,99
AMLP,Alerian MLP ETF,,1.2430939226519386,4.458469055374604,11.012548680225018,6.762380357885976,,1.845970623263199,2.0688283270340144,99,99,2.560330802877699,5.777702525952921,11.277969221990707,99,93.4106672778783,0.9994825255864462,1.9969646855276242,-9.864635371834138,0,29.280238071669974
BJK,VanEck Gaming ETF,,-4.565433298818757,-8.935097668557013,-13.97619047619047,-19.574208541650894,,-11.424368717822988,-1.2841530054644776,1,1,-3.3237690426552433,-7.785015073656066,-13.770515654740079,1,1,-23.915490720847448,-1.3536559120392966,-21.609104671192785,0,1
CARZ,First Trust S-Network Future Vehicles & Technology ETF,,1.9093123631735944,3.4210325467355522,12.020103903753403,28.989292476473654,,48.0554844216816,0.7142152052352495,99.00000000000001,99,3.235217167957384,4.727163958876949,12.28793341510378,99,99,22.02661412937542,0.6433053067409011,31.03154687299715,0,99
CIBR,First Trust NASDAQ Cybersecurity ETF,,-0.4468940861015897,-7.718862192764435,-12.135156455429929,-6.831172452251506,,-5.0035536602700725,2.657450076804922,63.21407937810081,29.109996115264096,0.8483549780073673,-6.553419440259408,-11.925079895140012,16.43297975174421,12.72275470399752,-11.860307551271882,2.585172004143586,-15.926577391214595,0,9.638471888449747
COAL,Range Global Coal Index ETF,,-1.7440337713959968,-2.9299847792998457,10.207714107969862,20.792276112865736,,33.06834423544387,-0.5458089668615869,1,12.54167634923915,-0.46566131749393525,-1.7040620348183797,10.471210366123143,74.7748969464151,76.74982438832986,14.272062308753606,-0.6158317196241883,17.76768049563244,0,82.54336494921672
CRAK,VanEck Oil Refiners ETF,,0.6776598147729774,11.258112830753863,9.213428081352603,31.936118881636393,,55.719920759977505,0.1573033707865175,99,99,1.9875400385456825,12.663220790376586,9.474547095320485,99.00000000000001,99,24.8143745841018,0.08678557743415581,37.8146995082362,0,99
DBA,Invesco DB Agriculture Fund,,0.07760962359332392,1.0976087808702375,-2.3106060606060583,-3.0451127819548955,,-7.794065069717554,-0.386249517188109,80.03308224729643,81.79912882844143,1.379682813708863,2.3743970633833196,-2.077039926214842,31.36652525928278,16.386176050661263,-8.278614578249812,-0.456384611037392,-18.396226036618682,0,7.368732199083545
EATZ,AdvisorShares Restaurant ETF,,-4.4159185713121305,-4.171389385341876,6.96902391623368,-4.758188399399666,,-7.865402681697847,-0.11998888991761002,1,31.810973335229797,-3.172309033692099,-2.9611446660280425,7.224776771361588,63.83579918129726,38.03040703217693,-9.899220547404205,-0.19031144999511676,-18.459361000409555,0,21.32083570124262
EMET,VanEck Copper and Green Metals ETF,,,,,,,,-0.7769591426657714,53.9831958772604,0,,,,0,0,,-0.8468191494300041,,0,0
FDN,First Trust DJ Internet Index Fund,,-3.627850162866448,-10.225677982173329,-14.258286542293067,-12.712051925062703,,-10.07218844984802,0.9554275965024565,21.650484755950966,8.168477503568965,-2.373987355304467,-9.091894465380532,-14.053286185951205,6.10581455505321,4.169936977949954,-17.423744611762647,0.8843478675016241,-20.412402820829193,0,4.169936977949954
FIW,First Trust Water ETF,,-2.02790536441633,-1.2749978167845673,0.5693443643803937,-0.04420866489831756,,8.69147197384866,0.346174329842003,64.99368452782213,60.72765238465997,-0.753226260026705,-0.02817380681392648,0.8097961888232776,75.36777294403103,37.46716180800913,-5.439695457904178,0.27552355803660694,-3.8062537144974993,0,27.261906232046982
FSTA,Fidelity MSCI COnsumer Staples Index ETF,,1.416278235926854,8.767544702941747,15.143496845104817,9.58930647036033,,9.398568942177528,0.31920553289590303,99.00000000000001,99,2.735768353935907,10.14119862284249,15.418794094620788,98.99999999999999,98.99999999999999,3.6738147532950536,0.24857374902234414,-3.180461229259654,0,43.70252008702542
GDXJ,VanEck Junior Gold Miners ETF,,6.05164903546982,7.625513103883799,34.40457413249212,87.35742751133711,,161.03771778671265,5.812960807140093,72.46728034155804,56.78272675116318,7.431448268245202,8.984744006449905,34.72592280258521,77.30412918839193,83.77016143137183,77.24411129216996,5.738461032754415,131.0226877943395,0,87.10378317364848
GLD,SPDR Gold Shares,,1.5720370614324037,8.61154153167113,19.852845928651,50.56794141578519,,72.83221877685209,2.487870799087268,99,65.59189964739151,2.8935537005741856,9.983225246504567,20.1394027880037,76.45474543494704,84.16499470615905,42.44047497779344,2.415712122177026,52.95936563432561,0,86.32117485177649
HACK,Amplify Cybersecurity ETF,,3.4533138531013337,-2.771189614280363,-9.451290397581953,-5.507703506005102,,-4.838118509468533,2.7843758247558714,99,75.12548546777643,4.799307096778645,-1.5432614039084607,-9.234796966482667,37.29071781070607,26.955821731459995,-10.60827777953501,2.7120083874315073,-15.780164552802251,0,20.140336263195344
IAK,iShares U.S. Insurance ETF,,-1.5010617265870856,2.0792229473364765,0.8017984263769364,1.785714285714296,,5.263075525395937,-0.8037755327778211,72.1160981534461,67.18404574242963,-0.2195280522414046,3.36840829325003,1.042806026574944,58.51303382844831,54.726440273383375,-3.708549426371198,-0.8736166589153715,-6.840441145576985,0,21.331492967977205
IBB,iShares Biotechnology ETF,,-1.4173048348382615,-0.19093907307759792,4.570805043646939,25.664748306257728,,27.33446519524618,1.090014064697617,99,60.09138325895494,-0.134681430195823,1.069575799794862,4.820823983465265,67.20205281578073,88.87176371658052,18.88152463530755,1.0188395773473267,12.693102926591468,0,90.99802783023407
IBOT,VanEck Robotics ETF,,2.164051691909049,6.025388878955833,14.654287354966186,24.2405195893568,,37.682841885302985,1.4649971425540331,99,98.99999999999999,3.493270816965498,7.364411391970596,14.928414950695693,99,99,17.534173977492745,1.3935586407154843,21.851587062583675,0,99
IBRN,iShares Neuroscience and Healthcare ETF,,-2.494928317127621,-3.1335124788338455,8.035143059485243,30.084284937466023,,22.45446401911019,-0.337702424198428,1,5.181161707549246,-1.2263254776306254,-1.9101601391825973,8.293444905010658,58.87856574958985,77.9636942001871,23.062500286642774,-0.40787169861924266,8.374221357638897,0,81.65003433932726
IBUY,Amplify Online Retail ETF,,-6.833606739597594,-15.438645541274425,-14.01367842295828,-12.676125391200607,,-9.34975556102209,0.7859163784973391,13.08914566313362,4.90651245062984,-5.621452858820525,-14.370697962411755,-13.808093231655638,4.59871195759168,3.569168991036126,-17.389757346615077,0.7149559973287584,-19.773037792883443,0,3.34891992612277
IGM,iShares Expanded Tech Sector ETF,,-1.5427435387673938,-4.83474250576479,-5.567843795286409,4.3929173693086065,,16.428437088583784,0.1942218985190654,8.666033307375319,18.80202012119822,-0.2617521712409785,-3.6328754474217537,-5.342065409347748,13.934683127378953,12.594517778111323,-1.2420798572268577,0.1236781119238432,3.0410880847347483,0,58.14424595536867
IGV,iShares Expanded Tech-Software Sector ETF,,0.37593984962406296,-18.10626298604927,-24.651797906235775,-23.601624515414443,,-21.14138719512195,2.235671936758896,56.179993700712934,15.145756217590176,1.6818945052399985,-17.072005449283427,-24.471647456051933,9.659728722830943,7.362687198141274,-27.72551189030662,2.163690825604291,-30.208826370441926,0,7.111860574121301
IHF,iShares U.S. Health Care Providers ETF,,2.6613439787092386,-5.2599263200982405,-5.318060953160159,4.942189979596463,,-10.203685741998058,1.6692290797276477,99.00000000000001,44.50246682453327,3.9970331918975845,-4.06342901993843,-5.091685359986204,43.226014090524494,31.01036366940606,-0.7224562855287963,1.5976467842259627,-20.52878009430429,0,10.086913417746402
IHI,iShares U.S. Medical Devices ETF,,-0.6339958875942383,-7.290167865707427,-8.214624881291545,-5.8451047247929875,,-9.191982461634822,1.0983263598326405,99,20.130998224674943,0.6588188633805315,-6.119311019830977,-7.995174699489567,12.223578156485813,10.210878921411467,-10.927466508625198,1.0271460200413374,-19.633405996409213,0,6.0760116052988264
